Season,TeamID,Name,Years_D1,GP,PTS,PTSDiff,Pct,FG,%FG,FG3,%FG3,FT,%FT,OR,DR,DR/OR,AST,TO,AST/TO,STL,STL/TO,BLK,PF,HomePTS,AwayPTS,NeutralPTS,HomeDiff,AwayDiff,NeutralDiff,HomePct,AwayPct,NeutralPct,HomeFG,AwayFG,NeutralFG,Home%FG,Away%FG,Neutral%FG,HomeFG3,AwayFG3,NeutralFG3,Home%FG3,Away%FG3,Neutral%FG3,HomeFT,AwayFT,NeutralFT,Home%FT,Away%FT,Neutral%FT,HomeOR,AwayOR,NeutralOR,HomeDR,AwayDR,NeutralDR,HomeDR/OR,AwayDR/OR,NeutralDR/OR,HomeAst,AwayAst,NeutralAst,HomeTO,AwayTO,NeutralTO,HomeSTL,AwaySTL,NeutralSTL,HomeSTL/TO,AwaySTL/TO,NeutralSTL/TO,HomeBlk,AwayBlk,NeutralBlk,HomePF,AwayPF,NeutralPF,rank
2008,1120,Auburn,37.0,30,71.37,-1.4,46.67,45.76,36.29,33.98,10.7,66.92,16.72,10.8,21.57,2.0,15.1,13.6,1.11,8.63,0.63,2.47,16.37,70.73,72.18,71.5,-0.1,-0.37,-0.93,53.33,36.36,50.0,45.03,44.73,51.61,17.98,13.08,5.23,35.84,31.7,33.77,5.56,3.92,1.21,70.37,66.0,55.38,8.87,6.17,1.68,5.4,4.1,1.3,11.27,7.7,2.6,2.09,1.88,2.0,15.07,14.91,15.75,12.6,14.0,16.3,8.4,9.27,7.8,0.67,0.66,0.48,2.87,2.09,2.0,15.47,17.27,17.25,144
2008,1247,La Salle,37.0,31,74.42,-1.48,45.16,44.24,34.59,39.61,10.66,69.2,20.16,12.97,23.74,1.83,14.32,16.16,0.89,6.77,0.42,2.97,18.81,75.5,71.93,80.5,-0.74,-0.16,-0.58,41.67,53.33,25.0,42.65,44.68,47.18,12.96,16.56,5.07,41.42,37.95,40.51,4.29,4.98,1.39,71.69,68.15,65.12,8.45,9.28,2.43,4.87,6.42,1.68,9.16,11.29,3.29,1.88,1.76,1.96,14.75,12.73,19.0,16.08,16.0,17.0,7.08,6.6,6.5,0.44,0.41,0.38,4.08,2.4,1.75,18.67,18.8,19.25,154
2008,1252,Lipscomb,19.0,30,71.67,1.1,46.67,43.89,34.6,35.11,9.81,64.89,20.98,11.37,26.07,2.29,13.73,15.0,0.92,6.6,0.44,2.5,19.67,47.22,129.5,66.0,1.43,0.63,-0.97,44.44,62.5,25.0,44.3,43.97,41.89,20.6,9.67,4.33,34.33,35.94,36.49,5.35,3.21,1.26,64.64,65.77,62.2,8.42,10.19,2.37,3.63,6.1,1.63,9.7,13.1,3.27,2.67,2.15,2.0,9.17,24.75,12.25,9.11,26.38,18.8,6.44,7.25,6.0,0.71,0.27,0.32,2.22,3.13,2.5,11.94,38.0,17.75,214
2009,1387,St Louis,37.0,31,62.23,0.58,54.84,43.08,34.84,34.09,8.61,69.6,21.72,9.61,22.61,2.35,11.87,12.65,0.94,4.87,0.39,2.48,16.65,47.91,129.8,56.5,0.26,0.87,-0.55,59.09,40.0,50.0,42.51,48.84,39.09,23.85,6.53,4.46,32.67,42.86,32.31,5.96,1.56,1.09,70.08,67.51,75.0,13.12,6.89,1.71,5.48,2.97,1.16,12.06,7.71,2.84,2.2,2.6,2.44,9.0,25.8,10.25,8.73,31.6,10.5,4.91,5.4,4.0,0.56,0.17,0.38,2.0,4.0,3.25,11.59,38.8,16.75,125
2009,1405,Toledo,37.0,31,58.58,-9.52,19.35,41.96,36.51,29.55,7.87,64.98,19.11,10.68,21.97,2.06,10.77,17.23,0.63,6.65,0.39,3.13,18.42,35.74,134.0,56.0,-6.65,-2.19,-0.68,26.09,0.0,0.0,42.04,41.84,40.91,26.76,8.76,0.99,29.09,31.82,23.08,5.78,1.93,0.17,64.94,65.22,62.96,8.26,9.91,0.94,4.23,5.97,0.48,9.45,11.94,0.58,2.24,2.0,1.2,7.26,22.71,8.0,8.61,44.43,25.0,6.57,6.86,7.0,0.76,0.15,0.28,2.0,7.0,2.0,8.96,49.29,20.0,301
2010,1409,Tulsa,37.0,33,71.33,5.82,66.67,45.56,34.03,35.05,6.92,71.14,25.02,11.18,26.91,2.41,12.61,13.33,0.95,4.27,0.32,5.7,17.88,62.1,99.71,70.4,5.88,0.61,-0.67,71.43,71.43,40.0,45.55,47.84,42.42,21.75,7.52,4.76,33.92,37.86,35.53,4.12,1.66,1.15,71.02,71.05,71.63,13.85,6.88,4.29,6.36,3.21,1.61,14.94,8.3,3.67,2.35,2.58,2.28,11.1,17.86,11.6,10.48,22.86,12.0,4.48,3.43,4.6,0.43,0.15,0.38,5.38,8.14,3.6,13.52,31.0,17.8,73
2010,1447,Wagner,37.0,31,60.77,-9.03,16.13,40.42,36.04,34.51,12.42,61.86,15.5,10.58,22.52,2.13,12.42,16.71,0.74,6.55,0.39,3.65,19.03,50.06,73.0,67.0,-4.55,-4.29,-0.19,12.5,15.38,50.0,40.34,39.69,46.39,18.84,14.81,2.39,34.86,33.08,40.0,6.85,4.62,0.96,61.14,62.56,61.9,6.85,7.27,1.38,4.52,5.71,0.35,9.16,12.03,1.32,2.03,2.11,3.73,10.81,14.69,10.5,13.5,20.69,16.5,6.25,6.92,6.5,0.46,0.33,0.39,3.63,3.85,2.5,15.81,22.62,21.5,337
2011,1463,Yale,36.0,27,67.52,-0.19,51.85,43.86,34.28,34.19,8.72,73.4,22.71,8.89,25.33,2.85,12.41,13.74,0.9,4.63,0.34,4.52,18.74,51.31,92.7,75.0,-0.89,1.04,-0.33,50.0,60.0,0.0,42.89,45.54,42.0,19.69,13.44,1.15,35.64,32.9,23.81,5.65,2.8,0.27,74.14,72.08,77.78,10.7,10.48,1.54,3.67,4.85,0.37,11.7,13.0,0.63,3.19,2.68,1.7,11.31,14.9,5.0,10.44,19.2,12.0,4.75,4.4,5.0,0.46,0.23,0.42,4.44,4.8,3.0,13.94,26.1,22.0,175
2014,1362,San Francisco,36.0,30,73.83,1.97,63.33,47.3,34.81,37.0,9.12,64.17,21.26,11.07,24.37,2.2,14.47,11.67,1.24,5.07,0.43,2.5,19.4,76.56,70.33,73.0,1.03,0.7,0.23,68.75,58.33,50.0,48.16,47.08,42.48,17.7,14.94,2.17,38.52,34.94,40.0,4.47,3.93,0.72,66.18,60.29,69.39,12.19,7.54,1.53,6.1,4.23,0.73,12.57,10.13,1.67,2.06,2.39,2.27,14.88,14.17,13.0,12.06,11.5,9.5,5.31,4.92,4.0,0.44,0.43,0.42,2.44,2.58,2.5,19.25,19.5,20.0,79
2014,1406,Towson,37.0,32,72.25,4.03,68.75,44.81,32.14,35.55,8.09,69.99,27.64,11.72,26.53,2.26,9.66,11.25,0.86,3.94,0.35,4.66,20.13,52.76,124.75,68.67,2.41,1.84,-0.22,66.67,87.5,33.33,44.41,45.54,45.86,21.32,8.17,2.64,33.62,37.12,45.65,5.06,2.12,0.91,70.09,72.51,60.58,13.28,11.63,2.72,5.59,5.06,1.06,13.19,11.28,2.06,2.36,2.23,1.94,7.9,14.88,8.0,7.52,21.0,11.3,3.71,4.25,4.7,0.49,0.2,0.41,4.14,6.5,3.33,12.86,39.38,19.67,119
2016,1172,Davidson,37.0,31,79.06,0.94,61.29,44.29,34.31,35.29,12.0,76.24,19.38,9.42,25.55,2.71,14.9,10.06,1.48,4.58,0.46,3.16,17.35,53.87,230.25,72.75,0.42,1.42,-0.9,60.87,75.0,50.0,44.83,46.43,39.22,25.46,4.77,4.08,35.38,41.28,28.57,8.94,1.84,1.22,76.09,79.72,68.54,10.0,6.9,2.49,3.77,4.1,1.55,13.03,9.23,3.29,3.45,2.25,2.13,10.65,42.25,12.0,7.26,28.25,8.0,4.61,6.0,3.0,0.63,0.21,0.38,2.48,6.5,3.75,11.35,55.75,13.5,91
2016,1394,TAM C. Christi,19.0,30,72.8,3.13,76.67,43.68,34.52,33.86,8.79,74.12,22.16,11.07,23.27,2.1,12.5,12.4,1.01,9.37,0.76,4.5,21.17,54.88,99.45,70.67,1.47,2.17,-0.5,68.75,90.91,66.67,42.22,45.24,45.91,17.9,13.28,3.34,32.79,35.71,32.69,4.58,3.43,0.78,71.48,76.95,71.01,8.61,11.31,2.24,4.5,5.63,0.93,9.4,11.5,2.37,2.09,2.04,2.54,9.81,16.82,11.0,9.25,16.64,13.7,10.0,9.45,5.7,1.08,0.57,0.41,4.25,5.45,2.33,14.81,29.82,23.33,136
2016,1437,Villanova,37.0,34,76.97,13.26,85.29,46.75,34.58,34.36,11.12,77.71,19.72,9.26,26.35,2.84,16.15,11.12,1.45,6.74,0.61,3.41,17.53,76.24,83.09,67.83,9.12,3.32,0.82,88.24,90.91,66.67,47.76,47.55,42.35,17.96,11.12,5.5,36.34,33.05,30.52,6.3,3.02,1.8,77.51,80.53,72.0,10.01,6.95,2.75,4.88,2.97,1.41,12.65,9.29,4.41,2.59,3.13,3.13,17.47,16.45,11.83,10.24,13.55,9.2,6.71,6.91,6.5,0.66,0.51,0.71,3.12,3.55,4.0,16.06,19.55,18.0,4
2017,1183,E Illinois,37.0,27,73.52,-0.3,44.44,40.87,35.31,36.62,11.99,75.0,17.38,11.67,24.85,2.13,14.7,12.7,1.16,6.44,0.51,3.85,19.7,59.0,91.67,,-0.89,0.59,0.0,40.0,50.0,,40.25,41.66,,19.35,15.97,0.0,36.8,36.36,,6.95,5.04,0.0,69.72,79.75,,7.66,9.72,0.0,4.96,6.7,0.0,10.67,14.19,0.0,2.15,2.12,,12.53,17.42,,9.87,16.25,,6.93,5.83,,0.7,0.36,,3.0,4.92,,15.07,25.5,,236
2017,1241,James Madison,37.0,32,66.0,-3.81,28.13,44.09,34.94,33.33,9.66,71.4,20.45,9.34,24.94,2.67,11.47,14.25,0.8,5.72,0.4,2.69,20.34,51.78,86.5,71.0,-2.06,-1.91,0.16,27.78,25.0,50.0,43.97,44.26,44.04,19.7,12.97,2.27,32.78,33.95,35.14,5.59,3.46,0.62,70.68,71.53,75.0,8.9,9.99,1.56,3.84,4.94,0.56,10.66,12.63,1.66,2.77,2.56,2.94,9.22,15.0,10.5,10.5,20.17,12.5,6.33,4.75,6.0,0.6,0.24,0.48,2.44,3.25,1.5,14.56,29.08,20.0,240
2018,1426,UT Arlington,37.0,33,77.79,3.64,60.61,45.2,35.06,36.48,11.3,68.83,18.58,11.15,27.82,2.49,15.97,14.88,1.07,6.73,0.45,4.06,18.36,50.23,165.29,76.25,1.21,1.52,0.91,54.55,71.43,75.0,43.52,50.12,45.85,22.63,8.34,4.09,35.28,42.68,32.14,7.52,2.73,1.05,68.82,64.58,82.93,9.12,6.82,2.65,4.79,4.97,1.39,11.97,12.33,3.52,2.5,2.48,2.52,10.91,33.0,14.0,9.23,32.86,14.5,6.55,8.29,5.0,0.71,0.25,0.34,2.73,8.14,4.25,11.23,40.86,18.25,127
2019,1418,Louisiana,37.0,30,79.8,-0.57,56.67,43.82,34.38,33.9,10.82,74.43,20.43,11.07,23.73,2.14,14.57,12.93,1.13,7.0,0.54,3.8,19.5,67.47,99.09,73.0,-0.3,-0.63,0.37,53.33,63.64,50.0,45.94,42.28,40.55,17.5,12.57,4.3,34.47,34.28,30.69,5.47,4.05,1.29,76.11,72.22,75.34,9.98,8.15,2.3,3.93,5.57,1.57,9.17,11.33,3.23,2.33,2.04,2.06,11.6,19.0,13.5,10.33,17.18,11.0,6.93,6.55,8.5,0.67,0.38,0.77,3.27,4.55,3.75,15.93,24.73,18.5,165
2020,1146,Cent Arkansas,15.0,30,74.83,-8.57,30.0,42.21,33.54,31.22,10.07,72.15,22.85,10.8,27.33,2.53,14.63,17.93,0.82,5.27,0.29,4.97,20.63,37.3,219.17,72.0,-7.6,-0.77,-0.2,30.43,33.33,0.0,43.07,39.63,38.46,26.01,6.64,0.89,30.8,32.57,30.43,7.22,2.54,0.31,77.01,69.42,65.79,9.4,12.34,1.11,4.37,6.07,0.37,10.47,15.73,1.13,2.4,2.59,3.09,7.0,43.83,15.0,8.39,52.83,28.0,4.91,6.5,6.0,0.59,0.12,0.21,2.7,13.33,7.0,9.0,64.67,24.0,296
2020,1180,Drexel,37.0,32,67.81,-3.19,40.63,43.91,36.22,35.29,10.78,70.68,16.77,10.16,24.72,2.43,14.28,14.63,0.98,5.56,0.38,2.66,16.47,46.45,152.33,58.5,-2.28,-1.09,0.19,40.91,16.67,75.0,45.23,44.26,36.4,25.12,7.28,3.82,37.0,33.33,29.21,7.74,1.84,1.2,69.4,70.61,76.36,7.42,7.42,1.94,4.75,4.0,1.41,11.16,10.47,3.09,2.35,2.62,2.2,10.45,30.17,11.5,8.91,37.67,11.5,5.64,5.33,5.5,0.63,0.14,0.48,2.05,5.17,2.25,10.36,42.17,11.5,236
2020,1347,Radford,37.0,30,70.7,3.03,63.33,45.78,36.3,35.19,10.75,64.53,16.64,10.3,25.53,2.48,12.87,10.7,1.2,4.97,0.46,2.13,18.07,63.47,80.54,61.0,1.63,1.63,-0.23,60.0,69.23,50.0,46.48,46.06,38.32,18.67,15.7,1.93,35.63,34.84,34.15,5.37,4.71,0.66,65.24,62.72,74.29,7.17,8.25,1.23,4.53,5.27,0.5,11.53,12.33,1.67,2.54,2.34,3.33,11.67,14.38,12.0,8.93,12.69,11.0,5.07,4.69,6.0,0.57,0.37,0.55,1.53,3.0,1.0,14.4,22.77,15.0,170
2003,1166,Creighton,37.0,33,79.24,14.91,87.88,49.95,36.21,38.91,10.06,69.29,17.51,10.88,23.18,2.13,16.82,13.36,1.26,8.39,0.63,4.45,17.27,68.67,112.43,77.2,9.52,3.03,2.36,80.95,100.0,100.0,50.24,48.21,51.07,23.56,7.19,5.47,38.91,34.46,46.51,6.58,1.95,1.53,70.26,69.68,64.52,10.21,5.01,2.29,5.67,3.42,1.79,12.0,7.27,3.91,2.12,2.12,2.19,15.24,22.0,16.2,11.14,19.14,14.6,8.86,8.0,7.0,0.79,0.42,0.48,3.95,5.71,4.8,13.86,27.43,17.4,20
2004,1320,Northern Iowa,37.0,29,69.21,3.97,68.97,43.92,33.68,34.98,10.21,73.53,22.42,8.93,25.9,2.9,13.0,12.66,1.03,5.24,0.41,1.97,16.97,60.39,88.75,70.0,2.69,0.38,0.9,66.67,62.5,100.0,44.62,42.58,43.23,21.47,8.87,3.34,36.76,33.33,27.78,6.78,2.69,0.75,75.0,71.43,72.62,12.41,6.98,3.04,4.52,3.55,0.86,13.52,9.62,2.76,2.99,2.71,3.2,11.44,18.0,9.0,10.83,17.0,12.0,5.33,4.5,6.7,0.49,0.26,0.56,1.61,2.63,2.33,13.06,25.5,17.67,78
2005,1256,Louisiana Tech,37.0,29,70.34,-0.17,48.28,44.19,36.72,31.32,7.11,62.13,19.46,13.38,25.17,1.88,15.55,15.03,1.03,7.03,0.47,2.76,17.31,51.88,105.0,71.0,0.14,0.41,-0.72,47.06,55.56,33.33,45.38,41.47,45.36,21.91,10.49,4.31,32.73,30.92,21.21,4.46,2.3,0.34,65.51,60.68,52.63,9.22,8.77,1.47,5.28,6.24,1.86,10.83,12.1,2.24,2.05,1.94,1.2,10.82,24.56,15.33,9.65,24.67,16.7,6.76,7.22,8.0,0.7,0.29,0.48,2.06,4.56,1.33,11.82,28.0,16.33,151
2005,1332,Oregon,37.0,27,70.93,-0.22,51.85,46.37,35.4,33.73,8.88,65.49,20.31,10.74,23.63,2.2,13.41,15.3,0.88,5.3,0.35,2.89,17.89,63.13,84.38,76.67,0.3,-1.0,0.48,56.25,37.5,66.67,47.49,42.48,51.63,21.25,10.03,4.13,34.46,26.14,50.91,5.33,2.09,1.46,68.06,61.9,62.86,11.91,6.11,2.3,5.85,3.89,1.0,12.81,8.15,2.67,2.19,2.1,2.67,12.25,14.25,17.33,12.31,20.63,17.0,4.75,5.75,7.0,0.39,0.28,0.41,2.94,3.25,1.67,14.81,24.5,16.67,76
2006,1265,Marist,37.0,29,76.9,4.45,65.52,48.98,35.43,38.48,11.39,68.16,17.76,10.52,24.69,2.35,15.72,13.34,1.18,5.03,0.38,2.66,17.62,70.08,83.36,76.0,2.41,2.38,-0.34,61.54,71.43,50.0,48.63,49.1,50.5,15.92,17.22,2.29,39.8,36.39,43.14,5.43,4.98,0.99,68.36,67.72,70.0,7.85,8.65,1.26,4.66,5.31,0.55,10.86,12.45,1.38,2.33,2.34,2.5,13.23,18.0,16.0,12.08,14.64,12.5,6.0,4.5,2.5,0.5,0.31,0.2,3.31,2.36,0.5,15.69,19.07,20.0,112
2006,1355,S Dakota St,16.0,28,63.07,-11.39,28.57,40.09,35.5,34.24,8.55,69.29,20.44,13.0,22.25,1.71,11.71,18.79,0.62,6.75,0.36,2.11,18.18,33.47,142.71,65.5,-8.07,-3.29,-0.04,26.32,28.57,50.0,40.91,38.07,39.18,24.86,8.49,2.15,37.62,21.15,46.15,6.63,1.25,0.68,66.67,72.95,64.18,7.93,10.08,2.43,5.11,7.04,0.86,8.14,12.32,1.79,1.59,1.75,2.08,5.58,28.71,10.5,8.74,44.71,23.5,6.21,8.43,6.0,0.71,0.19,0.26,1.32,3.57,4.5,9.37,41.43,20.5,280
2006,1406,Towson,37.0,28,69.71,-5.25,42.86,44.47,35.66,34.07,9.48,69.83,19.21,10.79,24.5,2.27,15.43,15.04,1.03,6.75,0.45,2.54,17.46,61.67,82.82,58.0,-2.54,-1.21,-1.5,46.67,45.45,0.0,43.1,47.66,36.04,17.93,15.68,2.05,34.62,34.11,30.23,5.07,3.74,0.67,69.71,71.32,60.53,8.61,9.43,1.18,5.32,4.54,0.93,11.54,11.43,1.54,2.17,2.52,1.65,15.87,15.27,13.0,12.2,18.73,16.0,7.33,5.64,8.5,0.6,0.3,0.53,2.0,3.45,1.5,15.2,20.18,19.5,223
2007,1183,E Illinois,37.0,29,60.97,-5.9,31.03,40.73,35.29,32.06,7.58,72.69,21.83,11.24,23.31,2.07,11.97,14.0,0.85,5.59,0.4,1.9,18.93,50.82,78.9,57.5,-3.59,-1.66,-0.66,35.29,30.0,0.0,40.71,41.62,37.19,20.81,11.93,2.55,36.1,28.38,17.24,4.92,2.38,0.28,75.0,70.35,68.97,11.71,8.99,1.13,5.28,5.03,0.93,11.0,10.79,1.52,2.08,2.14,1.63,10.24,15.7,8.0,11.24,18.6,14.5,6.41,3.4,9.5,0.57,0.18,0.66,1.53,2.3,3.0,15.65,24.9,17.0,296
2009,1441,W Carolina,37.0,29,71.14,-2.03,48.28,43.39,36.26,35.09,10.32,63.33,17.16,13.93,20.83,1.5,11.9,14.59,0.82,9.0,0.62,2.66,22.79,42.45,192.2,63.25,-2.45,0.48,-0.07,45.0,60.0,50.0,44.54,40.61,41.56,25.11,6.5,4.65,36.76,31.25,33.33,6.93,1.94,1.45,62.55,66.67,51.67,7.13,8.53,1.5,5.31,6.83,1.79,7.9,9.93,3.0,1.49,1.45,1.67,7.3,30.2,12.0,6.8,44.4,16.3,9.05,9.6,8.0,1.33,0.22,0.49,1.85,4.8,4.0,11.75,66.0,24.0,218
2010,1212,Grambling,37.0,27,63.3,-10.3,22.22,39.4,34.46,34.27,9.25,68.95,21.83,10.7,22.48,2.1,11.19,15.67,0.71,7.22,0.46,2.41,22.37,39.81,105.56,61.0,-8.56,-1.93,0.19,18.75,22.22,50.0,38.55,41.83,35.92,20.77,11.53,2.17,30.25,40.28,41.67,4.97,3.39,0.88,70.87,67.6,68.75,8.54,11.35,1.93,4.07,5.81,0.81,9.37,11.04,2.07,2.3,1.9,2.55,7.38,18.22,10.0,10.0,25.44,17.0,7.94,6.22,6.0,0.79,0.24,0.35,1.5,4.0,2.5,12.94,39.44,21.0,341
2010,1307,New Mexico,37.0,33,76.64,9.58,87.88,44.07,33.18,37.46,10.4,67.66,23.25,13.21,25.52,1.93,14.42,11.21,1.29,6.76,0.6,3.52,17.67,73.37,82.45,76.0,7.09,2.3,0.18,89.47,90.91,66.67,43.29,44.62,47.37,19.02,11.31,2.85,35.12,41.2,38.98,5.69,3.8,0.91,67.65,65.47,75.31,13.64,7.2,2.41,6.94,5.36,0.91,14.21,9.27,2.03,2.05,1.73,2.23,14.21,15.45,12.0,9.32,14.73,10.3,7.53,6.09,4.3,0.81,0.41,0.42,3.42,3.36,4.67,16.11,20.73,16.33,20
2010,1358,Sam Houston St,35.0,28,79.89,7.57,75.0,46.67,34.15,38.5,11.22,70.9,20.47,12.04,24.39,2.03,19.64,13.43,1.46,7.54,0.56,2.25,20.57,55.67,129.63,73.0,3.43,2.64,1.5,60.0,87.5,100.0,46.42,47.72,45.72,18.82,9.83,5.5,40.43,36.93,34.0,6.79,2.91,1.52,68.07,71.77,74.56,7.24,9.43,3.8,4.25,5.86,1.93,9.54,10.86,4.0,2.24,1.85,2.07,17.47,25.88,16.2,8.73,22.88,12.4,7.4,8.0,7.2,0.85,0.35,0.58,2.07,2.5,2.4,12.33,36.63,19.6,95
2011,1136,Bryant,13.0,29,66.55,-9.86,27.59,41.82,35.23,36.39,12.12,65.24,17.41,10.34,22.45,2.17,13.21,13.79,0.96,5.38,0.39,2.66,18.86,51.0,90.09,61.5,-6.14,-2.38,-1.34,25.0,27.27,50.0,43.07,41.28,35.09,19.79,13.37,2.07,37.01,35.97,34.55,6.42,4.72,0.98,68.04,63.16,66.67,6.84,9.33,1.24,4.07,5.38,0.9,8.93,11.97,1.55,2.19,2.22,1.73,11.06,16.45,12.5,8.75,20.09,19.5,5.44,5.27,5.5,0.62,0.26,0.28,1.5,4.18,3.5,13.19,26.36,23.0,291
2011,1139,Butler,37.0,31,72.48,7.48,70.97,44.28,34.09,36.21,10.28,72.78,21.54,10.87,24.06,2.21,12.42,11.29,1.1,5.94,0.53,1.52,19.16,58.94,97.11,74.2,3.87,2.74,0.87,64.71,77.78,80.0,44.27,44.85,43.26,18.38,10.28,5.43,34.94,38.01,37.39,5.47,2.89,1.91,75.85,71.43,67.2,10.9,6.9,3.74,4.68,4.39,1.81,10.16,10.06,3.84,2.17,2.29,2.13,9.24,18.44,12.4,7.71,17.89,11.6,6.41,5.22,5.6,0.83,0.29,0.48,1.24,2.22,1.2,13.65,28.33,21.4,44
2013,1405,Toledo,37.0,28,68.86,0.61,53.57,42.95,34.28,33.54,8.61,76.12,22.82,9.71,23.11,2.38,13.04,12.0,1.09,7.04,0.59,3.32,17.11,48.35,102.4,82.0,-0.39,0.54,0.46,47.06,60.0,100.0,42.13,44.26,44.9,20.95,12.19,1.14,33.33,32.94,43.75,5.34,2.9,0.36,78.33,73.82,77.5,10.68,10.53,1.61,4.14,5.04,0.54,10.25,11.82,1.04,2.47,2.35,1.93,10.35,17.7,12.0,7.82,18.7,16.0,7.06,6.7,10.0,0.9,0.36,0.63,2.35,4.8,5.0,11.12,27.1,19.0,187
2014,1138,Buffalo,30.0,28,73.29,5.71,64.29,44.38,34.06,33.7,8.92,71.58,22.95,12.29,24.89,2.03,15.07,12.61,1.2,6.71,0.53,4.68,18.5,56.11,120.29,66.67,4.93,1.57,-0.79,66.67,85.71,0.0,44.83,45.41,39.29,22.17,8.67,3.22,33.33,32.73,37.5,5.99,1.75,1.17,74.77,68.15,69.84,11.84,8.97,2.14,5.39,5.46,1.43,11.25,10.79,2.86,2.09,1.97,2.0,12.67,22.29,12.67,8.28,22.29,16.0,6.67,7.71,4.7,0.81,0.35,0.29,3.28,7.0,7.67,12.0,32.86,24.0,103
2015,1184,E Kentucky,37.0,28,68.82,4.36,60.71,45.19,33.89,34.02,11.99,78.0,20.24,6.61,19.61,2.97,13.82,11.96,1.16,9.11,0.76,2.93,17.39,52.75,93.73,52.0,1.14,3.25,-0.04,56.25,72.73,0.0,46.75,43.01,44.19,20.13,12.77,0.99,33.87,34.72,26.32,6.54,5.19,0.26,79.06,76.56,90.0,9.6,10.17,0.47,2.68,3.86,0.07,7.82,10.93,0.86,2.92,2.83,12.0,11.31,18.0,8.0,8.75,16.55,13.0,9.44,8.64,9.0,1.08,0.52,0.69,2.31,3.64,5.0,12.25,25.18,14.0,141
2017,1281,Missouri,37.0,32,69.16,-3.75,25.0,39.3,33.62,30.45,10.17,68.31,22.59,11.16,25.34,2.27,12.06,12.0,1.01,6.25,0.52,2.13,20.28,77.47,56.45,71.67,0.19,-3.03,-0.91,40.0,0.0,33.33,42.08,35.07,40.22,16.67,10.35,6.6,33.24,23.75,34.75,5.38,2.58,2.21,65.96,69.84,74.17,12.61,5.96,4.02,6.56,2.81,1.78,14.44,6.03,4.88,2.2,2.14,2.74,13.07,10.18,13.0,13.2,10.18,12.3,7.4,5.0,5.7,0.56,0.49,0.46,2.8,1.09,2.33,20.47,18.64,22.83,189
2017,1373,Siena,37.0,34,74.97,0.24,50.0,45.2,35.27,32.75,7.3,71.07,22.17,12.65,25.12,1.99,13.53,14.0,0.97,5.85,0.42,4.12,19.65,52.55,124.4,74.5,0.24,-0.44,0.44,45.45,50.0,100.0,45.24,44.82,46.94,22.95,10.51,1.8,33.42,31.72,29.03,5.14,1.8,0.35,69.94,72.63,68.57,9.77,10.51,1.88,5.35,6.74,0.56,11.26,12.21,1.65,2.1,1.81,2.95,9.45,22.8,12.0,10.27,22.3,13.5,6.32,5.0,5.0,0.62,0.22,0.37,2.95,6.7,4.0,12.68,34.6,21.5,162
2017,1455,Wichita St,37.0,33,81.91,19.3,87.88,47.15,33.93,40.74,10.65,73.36,21.49,11.91,28.85,2.42,16.42,11.12,1.48,6.76,0.61,3.79,18.85,88.06,78.1,73.29,13.27,3.48,2.55,93.75,90.0,71.43,49.89,48.62,38.85,17.54,10.4,5.99,41.26,42.79,36.43,5.59,3.18,1.89,73.9,73.65,71.88,11.84,4.55,5.11,5.45,3.48,2.97,14.45,8.27,6.12,2.65,2.37,2.06,18.88,16.0,11.43,11.13,11.2,11.0,7.63,6.2,5.6,0.69,0.55,0.51,4.31,3.3,3.29,19.06,18.8,18.43,17
2018,1323,Notre Dame,37.0,33,74.79,5.73,57.58,44.38,34.89,36.41,11.35,75.9,18.88,10.55,25.55,2.42,14.36,9.88,1.45,5.76,0.58,3.48,12.94,72.24,79.6,74.0,3.48,1.39,0.85,58.82,50.0,66.67,44.58,44.71,43.27,18.15,10.62,6.12,35.06,40.0,33.81,5.47,3.97,1.9,78.66,71.68,74.8,10.01,5.02,3.85,5.55,3.21,1.79,12.58,8.58,4.39,2.27,2.67,2.46,13.24,15.9,15.0,9.35,11.9,8.0,6.12,4.7,6.5,0.65,0.39,0.81,3.88,3.2,2.83,10.94,16.1,13.33,46
2018,1398,Tennessee St,37.0,28,65.64,-2.36,46.43,42.25,33.35,33.94,11.1,74.32,22.2,8.36,23.36,2.79,10.68,14.82,0.72,7.14,0.48,2.54,18.89,51.69,85.45,71.0,-2.39,0.11,-0.07,43.75,54.55,0.0,42.3,41.85,46.0,18.82,13.28,1.25,34.57,32.31,40.91,6.58,4.03,0.49,75.85,72.9,72.73,10.94,10.39,0.87,3.61,4.61,0.14,10.0,12.39,0.96,2.77,2.69,6.75,8.13,14.27,12.0,10.88,20.55,15.0,7.13,7.27,6.0,0.66,0.35,0.4,2.5,2.64,2.0,13.75,26.27,20.0,208
2018,1416,UCF,37.0,32,62.72,1.0,59.38,42.41,34.38,32.9,8.82,64.1,22.42,9.53,25.09,2.63,10.59,13.47,0.79,5.28,0.39,3.47,15.25,59.39,73.33,55.6,1.63,0.81,-1.44,66.67,55.56,40.0,43.16,44.78,35.32,19.48,10.46,4.43,30.89,38.82,29.17,4.83,2.94,1.05,68.09,60.21,58.52,12.76,5.73,3.94,4.41,3.25,1.88,13.38,8.13,3.59,3.04,2.5,1.92,10.06,13.22,7.8,10.72,17.0,17.0,5.17,4.78,6.6,0.48,0.28,0.39,3.5,3.44,3.4,12.44,20.44,16.0,99
