WTeamID,LTeamID,Season,Target,Years_D1,GP,PTS,PTSDiff,Pct,FG,%FG,FG3,%FG3,FT,%FT,OR,DR,DR/OR,AST,TO,AST/TO,STL,STL/TO,BLK,PF,HomePTS,AwayPTS,NeutralPTS,HomeDiff,AwayDiff,NeutralDiff,HomePct,AwayPct,NeutralPct,HomeFG,AwayFG,NeutralFG,Home%FG,Away%FG,Neutral%FG,HomeFG3,AwayFG3,NeutralFG3,Home%FG3,Away%FG3,Neutral%FG3,HomeFT,AwayFT,NeutralFT,Home%FT,Away%FT,Neutral%FT,HomeOR,AwayOR,NeutralOR,HomeDR,AwayDR,NeutralDR,HomeDR/OR,AwayDR/OR,NeutralDR/OR,HomeAst,AwayAst,NeutralAst,HomeTO,AwayTO,NeutralTO,HomeSTL,AwaySTL,NeutralSTL,HomeSTL/TO,AwaySTL/TO,NeutralSTL/TO,HomeBlk,AwayBlk,NeutralBlk,HomePF,AwayPF,NeutralPF,rank
1266,1293,2012,1,0.0,4.0,1.7,-2.1,-18.3,-1.6,1.7,-7.0,-2.5,-0.8,-0.9,1.2,1.4,-0.1,4.3,-0.7,0.4,0.8,0.1,-0.8,-0.3,-18.7,41.4,7.0,1.7,-3.9,0.1,-25.0,-6.6,-20.0,-3.5,-1.7,-0.5,8.3,-7.6,1.0,-9.0,-3.4,-7.0,1.0,-3.1,-0.4,3.3,-3.5,-3.0,2.8,-4.4,0.7,0.9,-0.4,0.7,1.9,-1.6,1.1,0.0,-0.2,-0.3,-0.2,12.3,2.8,-6.3,8.8,2.0,2.2,-2.0,0.0,0.5,-0.4,-0.1,-0.7,-0.7,-0.2,-5.1,10.4,2.6,-12.0
1268,1423,2003,1,0.0,-2.0,9.4,2.2,-12.1,0.3,-0.0,3.0,-1.1,1.5,1.2,3.8,3.6,-0.4,4.2,2.6,0.1,1.7,-0.0,4.7,0.6,22.4,-0.4,6.8,8.4,-4.2,-2.1,9.0,-24.2,-75.0,2.9,-4.6,-2.9,5.5,-7.1,1.5,6.3,-4.2,6.0,0.7,-2.3,0.5,-0.5,1.3,9.2,4.1,-3.2,0.3,3.7,-0.6,0.8,6.7,-4.3,1.2,-0.2,-0.7,-0.4,6.6,1.2,5.2,5.1,1.1,3.3,2.4,0.2,0.3,-0.4,-0.0,-0.1,4.9,4.6,4.8,3.2,-0.7,6.0,-27.0
1276,1199,2018,1,0.0,3.0,-8.1,2.8,14.9,-0.8,0.4,1.2,2.4,-2.8,-3.2,-3.1,-1.6,0.6,-0.7,-3.8,0.4,-0.5,0.2,-2.1,-2.6,-6.3,-30.1,2.1,0.9,1.1,0.8,10.0,19.0,25.7,-2.2,3.2,0.3,-2.9,1.0,2.2,-0.5,8.4,-0.0,0.6,1.1,0.7,-9.7,2.3,6.8,-2.9,-1.9,1.5,-1.5,-1.7,0.2,-0.7,-2.0,1.0,0.9,0.5,0.3,-0.3,-1.9,-1.5,-2.4,-6.2,-7.6,0.1,-1.0,-2.4,0.2,0.0,0.2,-1.5,-2.8,-3.8,-1.9,-10.1,0.4,-29.0
1314,1277,2009,1,0.0,-1.0,17.5,7.5,5.8,2.0,-0.2,2.0,0.4,8.0,-0.0,1.2,2.4,0.0,2.3,-1.0,0.3,1.9,0.2,2.5,-3.2,6.2,32.2,17.8,3.0,0.8,3.7,-4.8,7.1,20.8,3.4,-0.4,1.8,4.9,-2.6,-2.6,1.9,1.4,0.9,0.9,-0.3,-0.2,2.9,8.8,16.2,-1.4,1.5,-0.2,1.1,0.7,-0.5,1.5,1.4,-0.5,-0.1,0.0,0.1,1.5,2.4,2.2,-2.7,3.4,-4.1,2.3,0.4,2.8,0.3,-0.1,0.4,2.1,3.5,1.6,-6.7,2.4,-3.0,-7.0
1320,1400,2016,1,0.0,1.0,-3.8,1.4,1.1,2.3,0.0,3.3,2.2,8.9,-2.3,-5.6,0.8,2.4,0.4,-0.7,0.1,0.6,0.1,-1.7,-5.4,-15.6,18.9,-5.3,-2.1,2.4,1.1,-18.1,4.2,63.3,1.4,2.5,5.7,-2.5,1.4,1.1,0.8,8.3,3.3,-0.3,1.8,0.8,9.7,6.1,10.9,-3.0,1.6,-0.8,-3.9,-0.2,-1.5,-2.6,2.5,0.9,2.5,1.4,3.7,-0.8,5.0,-3.8,-3.5,5.5,-2.0,0.4,0.8,0.9,0.3,-0.1,0.2,-2.5,-0.6,-1.1,-6.9,-2.0,-7.9,45.0
1428,1431,2005,1,0.0,-2.0,-8.3,1.3,5.2,4.5,0.9,-0.2,-1.5,-6.0,-0.2,-0.5,0.3,0.1,-2.1,2.0,-0.3,-1.5,-0.2,0.0,-2.3,-13.7,8.2,-9.8,-1.4,2.8,-0.1,4.6,22.2,-13.3,3.2,8.8,2.9,0.4,-0.8,1.3,-1.2,1.7,1.9,-0.6,-0.9,-0.0,-8.0,-6.6,0.1,-2.5,0.9,1.4,-0.7,-0.3,0.5,-0.2,-0.7,1.1,0.3,-0.0,0.1,-3.9,2.9,-1.9,-0.3,6.7,3.8,-2.3,0.8,-1.9,-0.2,-0.1,-0.3,-0.4,0.6,1.0,-2.5,0.1,-3.6,-20.0
1181,1107,2013,1,15.0,-2.0,13.9,8.8,13.8,3.9,1.0,4.2,0.6,-0.2,-2.7,-0.2,0.4,0.1,3.5,-2.7,0.5,1.1,0.2,1.8,1.7,4.7,63.3,13.9,7.0,-0.4,2.2,9.4,26.7,35.7,3.5,8.8,-0.3,5.6,-9.8,5.2,2.6,10.6,-7.6,1.7,-2.5,1.3,-7.6,4.9,9.0,-0.7,-5.9,4.0,0.5,-2.0,1.3,1.7,-5.4,4.1,0.1,-0.2,0.7,2.3,11.3,5.1,-3.6,5.7,-5.1,1.7,-0.7,3.2,0.4,-0.1,0.5,1.0,3.2,2.7,-0.4,16.4,-2.5,-130.0
1246,1138,2018,1,7.0,1.0,-8.0,-1.7,-5.2,-0.4,-1.0,-1.1,-4.3,0.1,6.2,0.1,-0.3,-0.0,-3.4,0.6,-0.3,-0.6,-0.1,0.5,-2.3,-2.4,-1.5,-5.3,0.1,-2.4,0.5,0.5,-22.2,0.0,-1.4,-2.6,5.3,3.2,-4.1,-0.1,-2.5,-1.3,1.9,-1.9,-1.7,-0.6,-0.6,0.6,-0.5,4.7,0.8,0.8,1.4,-0.7,-0.7,2.6,-2.9,-0.0,-0.1,-0.4,0.6,-2.9,-4.1,0.8,0.7,4.1,1.9,-0.3,-2.4,0.2,-0.1,-0.2,-0.1,0.6,1.4,0.7,-1.2,4.1,-4.2,-46.0
1257,1414,2015,1,0.0,1.0,2.4,6.3,13.7,-2.0,-1.2,-7.8,-1.3,-2.3,3.8,3.0,-0.3,-0.6,-2.1,0.2,-0.2,2.7,0.2,0.8,0.5,26.4,-45.4,12.5,6.7,0.1,-0.5,36.3,-3.0,-33.3,-1.6,-2.8,-2.2,-0.2,0.7,-1.8,-9.7,-2.0,-12.5,-0.7,0.2,-0.8,-9.3,2.0,0.6,6.3,-1.5,-1.0,4.8,-1.8,0.0,6.5,-4.6,-2.1,-0.5,0.1,-1.4,2.0,-10.2,-1.3,5.3,-9.6,1.7,3.5,0.8,4.1,-0.0,0.4,0.2,2.4,-1.8,-0.3,7.4,-13.4,2.7,-85.0
1437,1130,2006,1,0.0,-3.0,0.9,4.0,8.1,-6.4,-2.2,1.4,4.0,8.0,0.4,0.5,0.6,-0.0,-5.2,-2.0,-0.2,1.6,0.2,0.8,1.9,2.6,0.1,-3.5,1.4,1.6,0.9,4.5,10.9,8.3,-6.8,-4.1,-8.7,-1.5,1.4,-2.1,3.3,2.2,-6.2,2.7,1.8,-0.4,10.7,11.3,-3.5,-0.4,2.2,-1.5,-0.9,1.4,-0.1,-0.5,2.3,-1.2,0.1,-0.0,-0.6,-4.1,-7.1,-4.5,-2.0,-0.8,-6.2,2.5,0.1,2.6,0.3,0.0,0.6,0.8,-0.8,4.2,1.4,2.7,0.3,-15.0
1276,1196,2019,1,0.0,0.0,2.1,7.2,26.5,2.4,1.5,1.6,-0.5,-2.1,-2.6,-2.3,3.7,1.1,1.7,-2.9,0.5,-1.0,0.1,0.5,-3.1,-11.0,29.1,5.4,4.6,1.9,0.8,21.0,42.0,17.5,0.7,4.1,3.5,6.2,-2.3,-2.3,0.7,2.2,3.0,1.4,-1.2,-0.8,-6.0,-3.9,8.2,0.3,-0.3,-2.6,-0.2,-0.9,-1.3,3.6,1.6,-1.5,0.8,1.4,1.4,-1.0,5.8,6.8,-4.3,1.4,-4.1,-0.4,-1.7,-2.3,0.3,-0.2,0.0,-0.1,2.3,0.0,-5.2,4.0,-3.3,-29.0
1338,1433,2007,1,0.0,1.0,-3.6,-1.3,-2.4,1.1,2.1,-2.5,-0.7,-5.9,-3.5,0.2,2.3,0.2,3.9,0.3,0.3,-2.1,-0.2,0.4,-1.6,-8.3,-2.2,7.9,2.2,-2.7,-0.9,-1.5,-4.6,-6.7,2.2,-0.2,1.0,6.3,-3.9,-0.2,-1.4,-5.4,0.9,0.9,-1.4,-0.2,-6.1,-6.4,-6.2,0.6,-3.9,-0.2,1.3,-0.7,-0.5,3.6,-1.2,-0.1,0.2,0.0,0.4,4.3,2.3,4.3,0.1,3.7,-5.0,-3.0,-0.9,-1.3,-0.3,-0.2,0.1,-0.3,0.6,1.2,-1.6,-1.2,-0.4,-40.0
1361,1396,2011,1,0.0,0.0,0.1,3.4,15.6,1.0,0.7,-1.8,-0.4,0.6,-0.9,1.6,-0.4,-0.3,-2.0,0.2,-0.2,-0.8,-0.1,0.0,-0.8,13.4,-36.9,1.4,0.9,1.5,0.9,14.5,-7.7,42.9,-1.1,0.4,6.6,-6.6,8.0,-0.7,-3.5,-2.2,0.6,-1.7,1.5,-0.3,-0.1,1.9,-0.9,-0.2,0.0,-0.8,0.3,1.3,-0.0,-0.7,1.6,-1.3,-0.3,-0.3,-0.5,0.5,-11.5,1.0,1.7,-6.2,1.0,-1.3,0.8,-0.9,-0.3,0.2,-0.1,2.2,-4.0,0.0,2.7,-9.9,-4.2,-25.0
1400,1301,2006,1,0.0,3.0,0.4,8.0,11.8,0.0,2.4,0.1,-2.6,-3.5,-2.2,5.0,2.0,-0.8,-1.1,0.0,-0.1,0.8,0.1,0.2,-2.4,2.8,-4.6,5.5,5.9,2.8,-0.7,9.2,25.0,16.7,0.3,0.2,0.3,-1.2,-0.5,4.1,1.1,0.1,-4.8,-1.9,-1.4,0.7,-1.7,-9.1,-4.8,-3.3,-1.3,2.4,2.0,0.9,2.1,-1.1,-0.1,3.2,-0.8,-0.6,-2.8,-1.6,0.0,1.0,0.9,-2.5,0.5,1.4,2.0,-3.0,0.1,0.2,-0.2,0.8,-0.9,1.0,-2.5,-3.2,-3.5,-25.0
1448,1400,2010,1,0.0,-4.0,-8.3,-7.0,-7.2,-3.1,-0.6,-3.2,-1.0,2.6,2.2,-0.3,0.0,0.0,-2.7,1.3,-0.3,-0.5,-0.1,-0.4,0.4,-11.1,-1.6,-7.5,-5.8,-0.3,-0.9,-6.4,0.0,-30.0,-3.0,-4.0,-0.9,1.2,1.2,-3.0,-6.0,0.2,-3.3,-1.0,0.7,-0.7,5.4,1.1,-3.0,1.0,2.8,-1.6,-0.1,1.0,-1.3,0.3,2.5,-2.8,0.1,0.1,-0.4,-1.6,-5.4,-5.4,0.4,2.9,0.3,-0.4,-0.3,-0.6,-0.0,-0.0,-0.1,-1.1,1.9,-0.9,-0.6,1.7,1.7,24.0
1449,1429,2019,1,0.0,1.0,-9.2,-6.5,-5.3,-2.2,0.2,-1.1,0.7,-5.4,-1.2,-1.1,-7.3,-0.4,-5.4,0.8,-0.5,2.9,0.2,1.5,-0.2,-7.5,-2.8,-12.2,-2.1,-2.3,-2.1,2.5,-2.5,-26.2,-0.1,-2.7,-6.2,2.7,-2.9,0.5,2.0,-3.9,-3.7,1.4,-1.2,0.5,-3.6,-6.5,-8.1,0.7,-2.0,0.1,-0.1,-1.5,0.5,-1.8,-4.4,-1.2,-0.3,-0.1,-1.0,-8.1,0.4,-4.7,1.2,2.9,-1.1,2.2,4.3,2.4,0.1,0.2,0.2,1.3,1.9,1.5,0.1,1.2,-0.1,6.0
1207,1125,2012,1,15.0,-3.0,-13.0,-4.6,-5.5,-2.3,1.1,-3.8,-2.8,-4.1,0.6,-0.2,0.2,0.1,-3.8,0.4,-0.3,-1.1,-0.1,2.6,-0.4,-5.1,-7.7,-6.8,1.2,-3.5,-2.2,8.3,-7.6,-50.0,-3.1,-1.0,1.7,4.6,-4.7,1.3,-5.8,9.5,-8.6,-0.6,-1.7,-0.5,-2.9,-8.1,1.5,3.9,-3.6,0.3,0.8,-0.8,-0.2,4.0,-4.0,0.2,0.4,-0.5,0.5,-2.9,-1.2,-3.2,1.0,3.4,3.2,-0.8,-2.0,-1.0,-0.2,-0.2,-0.3,2.8,4.2,0.5,1.1,3.9,1.5,-26.0
1400,1163,2003,1,0.0,-2.0,-1.2,1.5,8.6,-2.6,-1.4,-3.8,-0.2,4.0,2.9,1.4,-1.8,-0.3,-1.1,-2.4,0.1,0.5,0.1,-3.9,2.0,-8.8,25.5,12.6,1.3,0.0,0.2,7.8,28.6,-6.7,-4.1,0.1,1.3,-2.3,-2.8,3.7,-6.7,2.1,1.9,-0.6,-0.4,0.9,-1.0,8.2,15.2,-2.0,2.9,2.1,0.3,-0.2,1.3,-1.7,-1.7,1.7,-0.3,-0.3,-0.2,-4.2,6.7,5.0,-1.4,-1.6,-4.7,0.7,-0.2,0.3,0.1,0.0,0.1,-3.9,-4.3,-1.8,-0.1,9.7,3.9,-20.0
1433,1425,2011,1,0.0,1.0,4.7,0.0,10.1,-1.0,-2.2,0.2,2.2,6.6,2.3,0.8,-2.8,-0.4,2.2,0.2,0.2,2.6,0.2,0.7,1.0,6.1,-6.4,3.6,-1.8,1.9,-0.1,4.7,17.2,16.7,-1.0,0.6,-3.7,-5.0,1.6,1.1,-0.8,0.7,1.9,-0.1,1.2,1.0,1.8,15.6,2.8,-1.8,2.0,2.1,-0.5,0.7,0.5,-4.4,0.7,0.9,-0.7,-0.2,-0.2,3.8,-1.4,-0.8,-0.1,-0.3,-1.5,4.0,1.6,-0.6,0.5,0.1,0.0,0.3,1.6,0.3,2.6,-5.1,1.2,6.0
1246,1458,2003,1,0.0,3.0,6.8,1.4,14.8,2.3,1.3,-0.3,-1.2,-3.4,-1.4,2.6,1.6,-0.3,2.9,3.5,-0.1,0.8,-0.1,2.3,2.5,19.7,-25.8,24.9,-3.4,2.4,2.5,16.1,5.2,87.5,3.0,0.0,13.1,-10.5,3.8,8.1,1.8,-1.8,2.2,-2.6,0.1,1.2,-5.7,0.2,18.9,-5.8,0.0,4.3,-1.1,0.9,2.7,-4.1,-0.2,5.9,-0.3,-0.6,0.6,6.9,-4.6,2.0,6.5,-4.7,3.4,0.0,2.2,2.1,-0.4,0.3,0.0,2.1,1.1,3.8,4.6,-5.4,1.6,-19.0
1277,1328,2015,1,0.0,2.0,-0.1,-0.7,-1.1,3.5,1.3,4.3,1.1,-10.2,-3.8,0.5,-0.9,-0.2,4.6,-0.5,0.4,-1.6,-0.1,-0.5,2.1,16.3,-56.6,5.7,-1.0,0.0,0.2,5.0,-19.7,7.1,3.5,1.7,8.3,-5.3,4.9,1.8,4.2,-0.2,12.3,-1.4,1.8,0.7,-7.6,-13.5,-8.4,0.4,-3.2,-0.9,0.4,0.0,0.1,-0.2,-0.4,-0.3,-0.2,-0.1,-0.3,9.2,-8.0,5.4,3.3,-13.0,-0.8,-1.2,-3.3,-0.4,-0.3,0.1,-0.0,0.7,-4.6,0.4,6.3,-13.7,2.4,6.0
1323,1276,2016,1,0.0,-1.0,1.3,-1.1,2.0,0.7,0.4,-1.5,-3.3,-0.4,2.5,3.0,1.0,-0.8,-1.5,-0.0,-0.2,0.2,0.0,1.8,-0.2,-1.0,16.7,-5.7,-0.4,1.5,-2.2,7.0,21.4,-38.1,0.0,3.9,-1.5,1.6,-0.1,-1.1,-3.2,4.5,-3.3,-1.5,-0.8,-1.0,4.2,-3.3,-10.8,3.3,0.3,-1.1,1.5,1.1,0.5,0.9,0.6,-0.5,-0.7,-0.8,-0.8,-1.4,-1.3,-1.1,-0.5,-0.9,3.7,0.9,-1.5,-0.3,0.2,-0.1,-0.2,1.8,2.3,1.7,-0.3,0.8,0.6,-12.0
1393,1242,2003,1,0.0,-1.0,-1.2,-4.8,6.1,-1.5,-0.7,-0.9,0.6,2.8,0.7,0.0,0.0,0.0,-1.8,-1.3,-0.0,-1.8,-0.1,2.4,-0.1,-8.2,25.0,-9.0,-0.4,-2.2,-2.2,-1.7,12.5,-9.5,-0.4,-1.3,-9.7,6.7,-2.3,-5.1,-0.5,-1.2,-8.7,1.6,-0.1,-0.8,5.4,0.0,-4.9,2.9,0.2,-2.4,1.6,-0.1,-1.5,4.0,0.4,-4.4,0.1,0.2,-0.8,-2.8,1.4,-5.7,-2.4,5.9,-3.1,-2.6,-3.7,0.7,-0.0,-0.3,0.1,0.7,5.6,3.3,-1.8,7.4,-0.7,8.0
1452,1281,2010,1,0.0,1.0,-4.6,-2.6,13.1,-0.7,-0.7,-3.5,-0.4,-3.2,1.7,2.6,0.4,-0.3,0.4,-1.3,0.2,-5.3,-0.4,-0.7,-1.0,-4.1,-25.9,3.5,-6.8,1.6,2.6,2.3,11.1,50.0,-3.6,3.1,7.7,-8.7,3.3,4.8,-4.2,0.4,-2.0,-2.1,0.7,1.1,-2.7,-3.8,-7.9,-1.7,1.8,1.7,0.2,0.5,1.9,-4.2,1.6,3.0,-0.6,0.2,0.0,-0.1,-2.7,3.4,-0.2,-7.4,-0.5,-5.6,-4.7,-3.7,-0.5,-0.1,-0.3,-0.6,-2.1,0.8,-0.7,-9.1,-1.4,-26.0
1133,1242,2006,1,0.0,-1.0,-2.8,-6.1,-10.8,-2.7,-0.2,-4.9,-0.5,5.3,0.9,-0.6,-1.1,0.0,-1.4,-0.5,-0.1,-0.5,-0.0,-0.9,0.7,-24.9,72.5,-14.0,-4.7,-0.6,-0.7,-25.6,8.3,9.5,-3.7,0.2,-10.8,6.1,-1.3,-5.0,-4.2,2.6,-22.8,1.1,-0.0,-1.6,6.7,-1.2,14.2,1.3,1.0,-1.3,-0.8,2.1,-1.8,-2.9,4.7,-2.8,-0.2,0.1,0.5,-5.1,12.5,-5.9,-4.3,17.0,-4.3,-0.7,-0.8,-0.3,0.2,-0.3,0.2,-3.1,5.8,-2.0,-5.7,27.9,-3.4,28.0
1292,1278,2017,1,0.0,0.0,-1.1,4.7,15.1,5.3,2.9,2.6,0.5,-0.7,-6.3,-1.6,-3.2,0.1,0.1,-1.3,0.2,1.2,0.2,-3.9,1.4,-0.7,-9.5,11.0,-0.1,2.8,2.1,8.4,22.1,33.3,5.5,3.3,8.7,-6.6,5.8,3.7,-0.3,3.1,9.4,-2.2,1.8,1.0,-2.1,5.5,-5.0,-9.7,0.9,2.5,-2.2,0.3,0.2,-7.6,2.1,2.3,-0.4,0.4,1.3,-2.3,3.2,3.0,-0.1,-3.9,-0.2,0.1,2.2,3.5,0.0,0.4,0.4,-3.8,-4.2,-1.8,2.7,-4.4,6.2,12.0
1314,1252,2018,1,18.0,6.0,1.1,6.5,2.5,0.5,2.5,3.4,0.5,1.6,-5.5,3.9,0.9,-0.7,3.3,-3.6,0.6,-0.6,0.1,1.4,-4.6,22.1,-20.7,1.0,5.9,-1.2,1.8,14.3,-16.7,-22.2,3.7,-1.1,-3.1,-0.3,-4.6,7.4,8.9,-2.4,1.5,0.5,-1.9,1.9,1.1,5.7,-25.5,-0.0,-10.0,4.5,1.1,-0.6,3.5,3.1,-8.9,6.7,0.2,-1.5,-2.0,6.6,0.3,-1.7,-0.4,-7.5,1.4,-0.9,-0.0,-3.3,-0.1,0.1,-0.4,3.2,-0.9,0.8,0.8,-10.0,-2.1,-136.0
1332,1329,2013,1,0.0,2.0,-0.6,-1.4,1.5,0.7,1.3,0.6,-0.7,-4.0,-1.8,1.4,-0.4,-0.3,0.9,2.5,-0.1,1.0,-0.0,-0.8,-0.6,0.2,-7.6,4.4,0.1,-1.1,-0.4,2.3,3.6,-5.0,1.6,-3.1,2.4,1.4,0.3,-0.4,2.3,-7.7,9.2,-0.2,-0.4,-0.1,-0.2,-10.1,-1.2,0.3,-0.4,-1.8,1.1,0.6,-0.3,0.4,0.7,-1.5,-0.4,-0.1,-0.5,1.3,-1.5,2.6,2.7,2.6,1.3,1.2,0.9,0.1,-0.1,-0.0,-0.0,0.0,-2.8,-0.9,1.0,-4.1,-2.4,14.0
1373,1326,2009,1,0.0,1.0,11.0,2.6,10.0,-1.1,1.9,-4.4,-3.1,-3.8,-0.7,4.2,1.0,-0.9,2.0,-0.0,0.2,2.9,0.2,-0.5,-0.2,5.0,23.9,-0.4,1.1,2.8,-1.3,9.5,42.9,-75.0,-0.9,-1.8,-1.6,1.3,1.8,-1.2,-3.0,-2.5,-23.3,-1.6,-0.6,-0.9,-1.4,-2.6,-18.9,-2.2,3.1,-1.6,1.2,2.6,0.3,0.3,2.1,-1.4,-0.5,-0.9,-2.2,2.0,1.5,-0.4,-1.0,-1.3,4.7,1.7,5.9,2.8,0.2,0.3,0.1,-0.2,-1.1,-2.4,-1.6,1.2,0.9,16.0
1397,1253,2007,1,0.0,2.0,-0.9,-1.4,-7.9,-1.3,-0.4,-2.0,0.6,-5.2,0.1,0.8,-1.9,-0.2,1.1,0.9,0.0,2.4,0.1,0.5,2.6,-5.8,138.2,-7.6,1.2,-0.8,-1.9,0.8,10.0,-25.0,-0.0,-2.6,-6.1,6.7,-8.2,1.2,-1.9,-2.9,0.6,2.4,-2.5,0.8,-1.3,-9.2,-14.5,3.4,-4.0,0.8,1.8,-2.8,1.8,2.8,-4.5,-0.2,-0.1,0.1,-1.5,1.3,23.5,-3.2,0.4,23.6,5.4,2.2,3.4,5.0,0.2,-0.1,0.1,1.0,3.1,-0.3,1.5,39.5,2.2,-63.0
1458,1459,2010,1,11.0,-2.0,-1.5,4.1,-1.6,0.6,0.9,1.4,2.9,6.2,-4.7,-1.8,-1.3,0.2,-0.8,-3.1,0.3,-1.4,0.0,1.5,-1.5,8.2,7.4,-6.0,6.4,-0.8,-1.5,13.7,-7.6,-33.3,2.4,1.5,-8.5,7.4,-4.6,-1.9,2.4,3.7,-2.1,3.2,-0.4,0.2,15.7,-0.2,-4.4,3.8,-6.0,-2.5,1.0,-2.4,-0.4,4.7,-4.3,-1.6,0.5,0.2,-0.5,1.2,0.6,-2.2,-1.2,-1.2,-3.4,-1.2,-3.9,0.6,-0.0,-0.2,0.2,2.4,1.4,-0.8,0.1,4.8,-0.4,-62.0
1139,1431,2010,1,0.0,0.0,-5.7,-1.5,6.2,-2.3,-3.3,-0.5,1.5,7.6,5.2,-0.7,-2.9,-0.1,-2.0,-0.8,-0.1,-1.9,-0.1,-1.2,-0.8,-7.8,-1.0,-9.8,-1.6,1.5,-1.5,5.5,20.0,-35.0,-0.7,-0.8,-11.5,-2.0,0.8,-2.2,2.1,-3.9,-3.2,0.5,1.0,0.1,8.9,6.8,6.6,0.8,4.0,0.4,-1.1,0.6,-0.2,-2.6,1.4,-1.6,0.1,-0.0,-0.9,-4.5,2.7,-3.8,-2.2,0.8,1.2,-2.4,-1.7,-0.5,-0.1,-0.2,-0.1,-1.4,-0.9,-1.5,-1.7,0.2,-0.9,-15.0
1140,1459,2011,1,11.0,0.0,7.5,7.5,24.2,-2.8,-1.5,-4.6,2.2,6.5,0.8,0.4,5.6,0.4,-0.1,-0.8,0.1,1.2,0.2,1.7,-1.6,18.9,-0.5,0.2,5.1,1.5,0.9,35.2,24.2,6.3,-4.3,-1.4,-2.7,-1.5,-1.3,1.4,-6.7,0.8,-9.5,0.1,1.4,0.6,15.6,4.4,-6.9,3.4,-3.0,0.4,0.2,-0.9,1.1,3.5,0.2,1.8,0.6,0.5,-0.2,2.4,-1.8,-1.4,0.9,-4.5,1.9,1.4,1.2,1.2,0.1,0.3,0.0,1.6,2.3,0.9,2.7,-6.4,-2.0,-92.0
1197,1250,2004,1,0.0,2.0,6.2,-4.1,-17.6,-0.8,-2.6,0.1,2.4,-0.4,2.7,0.2,-1.9,-0.2,0.2,2.3,-0.1,1.2,0.0,-1.7,3.0,4.1,2.3,4.0,-3.8,-0.3,0.1,-15.0,-40.5,0.0,-0.6,-0.1,-4.1,-3.8,0.9,0.4,-1.4,3.5,6.7,0.6,1.0,0.8,-3.1,-0.9,17.0,0.5,1.3,0.9,-0.5,0.6,0.1,-1.0,-1.3,0.4,-0.0,-0.5,0.3,0.5,-2.0,-0.3,2.4,0.7,-3.3,1.8,1.9,-6.2,-0.0,0.0,-0.3,-0.8,-4.3,-3.0,1.8,4.8,-2.8,76.0
1323,1455,2015,1,0.0,3.0,10.2,0.4,-1.8,6.6,0.0,3.3,0.4,4.9,-0.5,-3.3,1.2,0.9,1.5,0.0,0.2,-0.2,-0.0,-0.2,-2.4,20.4,-10.5,15.9,2.0,-2.2,0.6,2.0,-22.2,23.3,7.6,1.5,10.8,2.3,-2.7,0.4,2.7,1.5,8.4,0.9,-0.6,0.1,11.9,-5.0,9.0,2.6,-5.0,1.9,-0.5,-1.9,-0.9,3.7,-3.6,1.1,1.0,0.3,1.8,2.5,-0.1,0.8,1.4,-3.1,1.7,0.0,-0.5,-0.7,-0.2,0.1,-0.2,0.6,-1.9,0.5,-1.4,-4.8,-0.5,-6.0
1338,1458,2004,1,0.0,2.0,0.2,0.8,7.5,3.3,2.8,-1.5,-2.4,-6.5,-3.2,1.6,2.0,-0.1,1.7,2.5,-0.1,-1.1,-0.2,2.1,-0.9,12.2,-54.4,-2.5,0.6,1.2,-1.0,18.6,-12.5,-25.0,4.1,4.5,-2.2,0.1,3.0,-0.4,0.2,-0.4,-12.7,-1.7,0.0,-0.8,-11.6,3.8,-6.3,-3.4,0.1,0.1,1.9,-0.4,0.2,2.5,-0.3,-0.2,-0.1,0.1,-0.4,4.2,-8.2,0.0,4.7,-8.4,1.3,-1.0,-2.2,0.2,-0.5,0.0,-0.1,3.2,-0.3,-1.0,2.7,-19.9,2.0,-6.0
1356,1388,2005,1,0.0,1.0,-3.1,2.1,3.9,1.0,3.9,1.3,-1.1,2.7,-6.6,-0.8,-2.1,-0.0,2.1,-2.7,0.3,2.9,0.3,-0.4,0.9,-9.7,21.6,1.5,-0.6,0.7,2.0,-6.5,10.0,50.0,-3.2,5.1,10.1,3.9,-0.6,0.6,-1.9,6.6,5.3,-0.1,-0.7,-0.3,6.1,-2.7,9.2,-1.5,-4.7,-0.4,0.2,-0.4,-0.6,-1.0,-0.8,-0.3,-0.3,-0.0,0.5,-0.9,10.7,0.5,-3.6,0.8,-0.5,3.8,0.8,2.2,0.6,0.0,0.2,-1.1,0.8,0.5,-0.6,7.1,3.2,-6.0
1403,1138,2019,1,7.0,-1.0,-11.7,-0.0,-9.7,1.1,0.1,3.2,-1.5,4.0,1.3,-3.7,-3.1,0.6,-2.6,0.7,-0.3,0.1,-0.0,0.8,-0.5,-2.7,-15.2,-15.4,2.9,-1.4,-1.5,3.8,-14.3,-40.0,1.5,1.3,-2.7,4.5,-4.1,-0.3,3.4,4.0,1.1,0.9,-1.7,-0.7,1.9,6.6,9.9,4.2,-4.0,1.1,0.2,-3.4,-0.5,3.9,-6.1,-0.9,0.7,0.5,0.4,-3.4,-0.5,-2.8,2.4,-2.3,6.2,-1.0,0.7,2.2,-0.3,0.1,-0.1,0.4,2.4,-0.2,2.1,-2.3,0.0,-7.0
